Time,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,Bin24,Bin25,Bin26,Bin27,Bin28,Bin29,Bin30,Bin31,Bin32,Bin33,Bin34,Bin35,Bin36,Bin37,Bin38,Bin39,Bin40,Bin41,Bin42,Bin43,Bin44,Bin45,Bin46,Bin47,Bin48,Bin49,Bin50,Bin51,Bin52,Bin53,Bin54,Bin55,Bin56,Bin57,Bin58,Bin59,Bin60,Bin61,Bin62,Bin63,Bin64
30.715,25,43,258,770,1095,1302,1411,1317,1068,1074,949,952,944,903,795,755,665,581,520,391,357,302,245,219,143,121,63,27,24,14,13,9,8,6,13,11,6,6,13,13,7,8,6,9,9,2,6,8,6,4,2,4,8,10,10,10,2,6,11,11,12,7,7,5
30.72,25,26,110,600,1241,1405,1446,1324,1170,1017,1036,937,936,886,800,740,689,547,530,399,356,302,244,211,139,109,60,25,15,17,13,9,14,8,6,14,7,8,7,13,11,7,6,9,8,8,2,5,10,7,1,5,5,6,6,12,9,6,4,13,7,10,13,5
30.725,26,31,58,398,1311,1525,1509,1385,1161,1021,1042,957,877,890,752,754,675,607,497,441,348,326,235,197,139,104,52,24,10,14,14,8,16,8,2,13,16,6,3,12,10,10,10,5,8,11,4,4,5,7,7,3,4,7,3,8,13,8,6,4,9,10,14,6
30.73,32,35,55,649,1295,1420,1378,1311,1255,1003,1062,950,895,852,778,714,676,606,515,417,358,319,255,197,155,97,63,28,12,8,13,14,12,12,10,3,8,17,10,5,6,16,9,2,9,8,10,8,5,3,7,8,4,5,5,2,8,12,10,4,10,7,7,11
30.735,37,49,117,784,1186,1396,1350,1317,1172,1084,987,930,892,877,827,687,703,576,533,435,350,313,262,198,151,106,59,33,13,13,5,14,13,14,6,11,8,6,11,17,4,7,11,12,5,7,6,13,8,3,5,9,5,6,4,2,9,8,6,12,4,6,10,5
30.74,30,44,222,1025,1058,1214,1322,1280,1152,1076,992,919,930,877,809,743,673,618,502,436,359,289,291,187,165,105,65,35,22,10,8,9,9,13,16,8,8,12,7,6,15,10,5,9,13,6,7,8,9,8,6,4,10,4,7,4,2,8,6,12,9,6,8,5
30.745,15,52,212,954,1163,1254,1271,1325,1177,1020,1017,900,931,849,825,725,657,617,529,412,387,303,266,214,170,98,62,33,26,10,8,8,7,12,10,18,5,10,14,4,10,13,10,6,11,6,12,6,4,8,7,11,6,5,9,7,2,5,7,5,13,4,9,5
30.75,28,19,68,461,1447,1477,1406,1336,1231,1067,1008,934,926,846,775,743,646,599,549,406,372,304,261,200,150,112,52,31,15,17,9,8,10,8,13,10,11,12,13,6,6,8,17,5,11,5,13,5,8,5,9,11,4,9,4,6,5,5,7,7,7,7,8,8
30.755,27,41,58,542,1369,1481,1382,1321,1246,1042,1000,943,963,873,811,731,634,622,512,437,346,319,272,177,159,99,56,29,15,13,10,11,10,8,10,12,10,12,10,11,8,6,15,9,7,8,11,10,5,4,12,6,8,4,6,7,5,6,7,6,7,2,12,4
30.76,32,24,64,458,1403,1570,1399,1355,1190,1019,982,977,912,918,794,723,644,603,523,446,366,305,252,196,153,100,63,37,15,11,8,13,9,10,10,10,9,12,13,9,8,7,13,9,10,8,8,14,5,4,10,8,6,6,5,7,3,7,9,5,7,6,6,6
30.765,27,23,65,495,1219,1636,1445,1369,1256,1056,1000,948,907,893,796,709,668,556,543,426,386,308,258,182,145,107,70,27,24,7,12,12,9,8,10,14,5,10,9,15,10,7,7,14,8,8,11,8,13,5,6,8,7,9,4,5,8,4,6,6,8,6,6,6
30.77,20,41,57,366,1109,1712,1578,1419,1249,1098,1043,917,933,880,747,743,631,564,528,446,356,319,244,186,157,97,62,33,22,15,7,15,10,11,6,16,11,6,11,9,10,10,8,7,16,8,7,10,14,3,8,5,12,5,8,4,6,6,6,6,5,9,4,5
30.775,13,38,69,510,1254,1595,1390,1335,1291,1160,995,923,949,839,811,706,634,594,519,435,384,328,229,200,154,103,61,36,17,12,15,8,7,15,6,12,13,8,8,10,13,7,15,4,11,13,6,9,10,12,7,5,5,14,4,8,6,3,8,9,4,9,2,4
30.78,16,23,90,666,1330,1410,1363,1305,1168,1150,1045,980,922,891,798,736,648,533,550,451,378,313,237,204,155,110,52,33,22,11,7,18,10,7,10,13,7,10,12,10,5,14,12,11,6,5,15,11,7,7,12,9,7,7,7,7,9,6,4,8,7,3,8,5
30.785,20,24,76,374,1190,1601,1495,1383,1234,1163,1114,995,901,863,790,721,623,592,535,450,384,292,240,193,144,94,51,33,16,12,12,10,13,7,14,7,11,11,10,8,9,10,12,12,10,4,12,12,10,6,10,10,6,9,7,8,6,11,3,6,3,7,8,4
30.79,23,23,50,381,1194,1643,1578,1374,1207,1101,1084,987,937,879,741,714,643,565,551,458,371,301,245,212,139,100,58,29,16,8,15,14,8,12,12,9,6,12,13,9,8,7,8,10,17,9,7,10,13,9,8,7,10,8,9,7,7,7,7,6,8,4,5,6
30.795,17,32,52,362,1267,1688,1522,1389,1204,1090,1002,1018,889,842,820,699,678,577,509,483,374,308,262,199,151,80,53,32,19,12,8,14,8,12,17,10,5,14,5,15,12,7,5,13,10,7,15,9,8,13,8,2,16,9,7,10,5,6,7,7,6,4,11,2
30.8,30,15,97,342,1230,1677,1566,1361,1191,1092,1051,1002,911,848,804,682,650,592,532,470,374,298,239,225,144,89,56,28,25,12,14,7,10,13,8,17,11,12,9,12,9,14,6,5,13,9,10,10,10,13,9,4,14,9,7,11,8,6,4,9,4,5,6,8
30.805,29,33,76,412,1200,1632,1514,1378,1237,1135,1079,997,899,839,742,700,658,595,536,486,372,302,250,190,152,107,53,33,17,9,14,13,8,8,14,12,14,10,12,12,8,13,12,7,9,10,6,11,12,11,8,8,9,10,9,10,7,5,10,5,7,4,6,3
30.81,11,44,160,452,1085,1664,1567,1317,1211,1081,1074,1010,910,788,790,732,626,622,553,464,381,304,257,200,150,104,56,24,17,11,9,14,14,7,7,14,13,12,8,17,8,11,14,10,7,2,19,6,12,8,12,10,9,7,5,15,7,9,8,8,5,7,4,5
30.815,22,31,60,442,924,1739,1759,1423,1219,1091,1027,990,874,826,788,688,681,607,547,471,373,301,257,205,145,98,50,22,14,12,9,10,13,10,10,12,12,9,12,11,14,8,11,13,9,9,4,13,12,6,13,11,9,8,9,6,15,7,9,8,6,9,2,4
30.82,16,21,82,374,1173,1653,1705,1477,1164,1070,972,1019,893,785,794,704,653,597,521,483,389,323,252,212,147,86,77,27,12,7,11,9,12,9,14,12,7,11,13,13,11,11,12,5,13,13,6,7,13,12,9,7,11,11,11,6,8,9,13,6,7,9,6,6
30.825,21,25,76,473,1380,1609,1515,1312,1189,1045,1024,988,920,798,820,697,646,599,577,435,410,320,244,222,145,96,69,29,17,8,9,9,9,14,9,12,10,14,8,11,17,9,8,13,7,9,15,5,7,10,14,12,5,10,17,6,6,11,9,9,9,4,9,7
30.83,13,40,86,402,1282,1573,1584,1435,1177,1104,1062,975,917,837,771,707,601,593,566,464,394,333,236,210,149,110,58,25,21,8,7,8,11,9,9,12,12,11,9,13,12,11,11,15,9,6,8,9,13,6,9,12,12,11,10,11,7,8,11,10,8,7,8,5
30.835,14,27,48,444,1167,1603,1714,1393,1240,1093,1008,1026,878,838,770,691,636,587,536,489,399,315,251,213,155,99,57,28,14,11,12,5,6,13,7,11,8,14,11,10,8,15,14,11,8,14,7,9,13,11,4,8,15,11,11,10,11,8,6,7,12,7,12,5
30.84,18,27,53,351,1252,1707,1692,1364,1196,1060,1069,1007,910,772,786,701,624,582,527,488,408,311,267,208,158,100,63,29,16,11,13,7,4,6,8,13,6,13,15,6,12,10,12,16,12,9,11,10,12,13,8,8,10,13,8,10,12,7,9,6,7,6,13,11
30.845,31,41,48,322,1074,1741,1796,1405,1247,1109,1031,1019,922,822,705,723,618,575,553,458,421,311,251,210,167,86,59,31,13,7,10,9,10,5,7,7,11,9,13,14,10,10,9,15,14,11,9,11,8,10,15,7,8,5,17,13,8,12,8,8,5,7,13,5
30.85,18,46,64,311,1186,1813,1603,1328,1233,1147,1054,1051,911,779,766,713,663,576,581,449,435,296,237,225,126,99,58,25,11,8,9,8,10,9,6,7,10,11,10,11,12,11,7,13,12,17,10,9,8,15,10,10,8,7,11,15,8,12,6,11,7,5,13,7
30.855,23,44,112,499,1115,1606,1605,1386,1208,1159,1083,981,907,762,787,714,685,618,565,468,412,324,239,211,144,84,49,33,13,6,10,8,7,10,9,6,8,8,11,9,14,13,8,7,12,12,19,5,10,8,14,17,9,5,10,10,13,11,6,11,10,8,5,9
30.86,32,37,77,516,1110,1587,1656,1379,1253,1147,1077,1018,832,824,738,716,713,624,540,476,399,332,257,212,131,88,50,32,14,4,7,9,6,9,8,14,8,2,12,12,9,15,10,5,13,11,10,17,10,6,9,14,17,9,5,8,13,11,9,11,11,9,4,7
30.865,30,52,124,466,1034,1544,1622,1482,1293,1198,1099,986,829,835,750,725,666,637,544,464,385,350,250,202,138,97,49,28,12,9,9,6,4,9,10,6,11,6,9,11,10,11,11,11,12,8,12,14,9,10,4,14,10,14,12,9,5,10,11,12,13,10,7,5
30.87,36,42,155,425,1232,1432,1568,1436,1311,1161,1114,991,891,792,787,728,647,591,577,454,379,338,265,212,141,106,42,39,14,11,6,9,6,5,10,8,8,11,5,8,12,12,7,12,11,10,10,12,14,8,9,13,5,13,15,15,8,5,8,9,18,8,8,8
30.875,22,45,116,533,1218,1459,1533,1350,1327,1133,1154,985,903,808,761,757,703,575,592,458,372,337,249,213,138,100,41,37,10,10,10,7,8,8,4,9,8,8,11,6,9,14,6,14,8,9,12,10,12,14,8,10,9,9,14,14,11,8,8,9,14,8,7,12
30.88,33,55,188,596,1185,1407,1430,1357,1317,1173,1093,1038,924,839,766,739,668,622,537,481,405,322,248,209,156,89,46,29,19,9,9,9,6,7,9,7,8,6,10,8,9,10,10,8,12,9,12,8,16,9,14,10,7,11,9,17,12,11,4,14,7,14,6,5
30.885,21,57,260,657,1064,1378,1401,1339,1323,1239,1110,1006,947,812,763,754,689,618,549,480,409,321,249,205,152,98,45,25,15,14,8,7,8,8,4,11,7,5,13,4,12,9,10,8,7,9,10,13,12,10,14,11,9,9,11,9,12,19,7,4,11,14,10,6
30.89,23,43,222,608,1182,1458,1384,1364,1277,1200,1100,1035,902,794,771,716,706,631,579,480,400,336,275,188,141,98,49,25,20,13,7,8,8,9,2,7,11,9,2,10,11,8,9,9,10,9,11,8,14,8,16,9,11,9,14,8,10,18,11,7,7,11,13,8
30.895,25,44,58,502,1353,1544,1420,1388,1328,1191,1081,1018,908,788,766,748,702,599,558,489,398,341,261,196,138,89,58,29,16,15,14,5,14,4,5,9,6,10,8,5,10,9,6,12,9,13,8,10,7,11,12,13,11,9,10,13,9,13,14,11,6,5,16,7
30.9,29,47,89,656,1256,1517,1439,1430,1240,1183,1091,941,881,809,759,762,704,620,552,489,410,339,272,213,139,98,56,24,21,12,10,13,10,7,7,9,2,10,9,5,8,7,12,7,12,9,10,8,8,10,15,12,10,14,9,8,9,14,12,15,6,8,7,12
30.905,34,45,116,604,1337,1479,1402,1426,1282,1159,1064,1004,896,771,811,771,687,632,550,481,394,355,268,199,160,90,54,19,17,12,10,14,12,8,7,9,6,6,6,11,5,6,9,10,11,12,8,8,8,8,11,14,12,12,9,10,9,14,9,12,14,10,8,4
30.91,25,36,111,592,1327,1526,1482,1379,1265,1147,1055,1000,906,852,764,763,663,635,570,429,402,344,277,218,137,105,62,28,13,14,9,14,11,13,7,8,9,7,5,4,11,7,3,12,11,8,14,6,8,8,9,12,13,15,7,9,13,11,9,9,13,14,11,9
30.915,26,39,136,606,1165,1536,1524,1470,1230,1185,1076,1001,951,821,768,738,679,635,521,475,410,307,287,193,162,94,60,30,17,8,12,11,11,15,9,8,10,8,8,4,7,6,7,8,8,10,11,15,8,3,8,14,8,17,9,13,9,8,13,9,12,9,11,14
30.92,32,54,75,492,1456,1521,1505,1348,1298,1174,1103,998,937,826,751,736,672,619,537,488,396,308,293,206,167,102,55,29,14,9,8,12,10,13,10,12,6,9,9,7,6,5,7,7,7,9,12,9,13,5,8,11,11,8,12,14,9,13,11,9,9,10,12,11
30.925,36,61,82,539,1469,1509,1480,1363,1273,1167,1060,1003,958,836,770,696,702,623,539,480,394,325,263,221,163,110,58,31,16,11,13,8,10,16,9,10,9,6,10,11,8,5,4,8,4,9,10,6,13,11,10,6,7,15,7,16,9,15,14,9,4,7,17,7
30.93,26,63,74,480,1337,1670,1474,1415,1282,1177,1068,1040,975,826,777,742,645,608,539,476,389,327,257,221,176,100,57,26,15,11,7,15,5,13,14,9,10,6,12,9,7,10,4,4,6,6,12,8,9,11,7,10,8,11,10,10,14,6,15,15,8,7,10,10
30.935,37,51,94,587,1073,1659,1559,1503,1328,1186,1085,1052,904,875,767,731,624,603,545,443,394,318,287,202,179,118,51,35,14,7,10,13,7,9,14,14,9,9,8,8,10,9,7,4,5,5,10,8,8,10,11,8,10,9,8,11,15,8,9,16,12,10,3,9
30.94,35,49,141,636,1207,1578,1495,1453,1330,1156,1088,971,943,872,797,723,645,597,581,431,377,348,238,243,157,128,63,29,20,14,8,10,11,11,11,11,12,5,11,11,6,11,8,6,4,5,13,3,10,9,7,9,7,10,10,10,13,12,10,14,11,12,5,6
30.945,32,46,192,728,985,1415,1593,1509,1420,1207,1103,964,963,854,831,694,600,613,526,445,387,336,276,213,161,136,54,41,20,12,17,11,2,13,12,11,11,8,11,11,9,6,8,9,6,4,7,12,4,9,9,6,7,7,13,11,11,12,11,10,7,14,14,6
30.95,26,38,103,603,1140,1518,1711,1476,1330,1172,1088,1013,954,844,817,680,637,605,561,473,389,313,271,226,164,98,70,32,15,17,11,8,10,7,12,12,12,12,6,9,11,9,7,10,7,6,4,8,9,8,6,12,4,8,7,9,13,14,13,10,9,9,13,10
30.955,35,39,68,568,1261,1594,1580,1447,1374,1229,1062,991,908,888,821,702,656,598,555,452,379,342,260,236,136,101,65,45,18,12,14,8,13,6,8,13,13,14,10,5,9,9,8,9,9,7,6,6,6,11,4,8,11,7,6,7,11,17,10,9,14,8,9,11
30.96,34,60,101,629,1223,1607,1535,1396,1376,1245,1053,1027,921,884,833,694,649,572,549,480,351,333,288,220,154,94,71,43,27,14,11,14,9,11,11,6,9,17,11,11,6,10,8,6,11,10,3,6,7,12,6,6,5,10,9,6,6,10,14,14,12,15,7,5
30.965,39,42,118,648,1275,1499,1541,1477,1289,1249,1090,1047,914,883,833,722,603,606,555,473,330,345,284,223,149,104,58,42,28,21,12,10,9,14,10,9,5,11,15,11,11,9,7,10,8,8,9,5,5,10,6,9,4,9,9,8,6,8,8,13,14,13,9,10
30.97,37,54,110,664,1305,1599,1499,1454,1330,1170,1089,999,917,884,785,739,649,616,519,456,389,338,287,212,166,98,67,41,17,24,18,15,9,8,14,12,7,7,10,14,14,12,8,5,10,10,8,8,6,6,5,8,7,7,9,8,10,6,8,9,11,17,12,5
30.975,28,68,65,654,1324,1546,1465,1486,1316,1210,1182,1009,944,881,793,736,644,594,550,449,403,325,265,220,161,92,65,28,13,26,14,18,12,9,14,9,10,6,13,9,10,13,8,12,7,9,7,11,8,5,7,7,8,7,4,9,9,8,7,9,11,11,13,8
30.98,31,54,78,640,1403,1556,1476,1390,1281,1247,1185,1073,946,872,795,757,618,574,535,442,389,321,272,228,170,99,65,37,14,11,20,16,17,14,8,12,15,7,4,14,9,13,9,11,12,8,9,7,9,8,3,8,7,10,4,5,10,9,8,10,11,8,13,7
30.985,24,58,88,436,1410,1783,1553,1372,1274,1214,1156,1033,979,853,831,721,626,585,537,465,370,329,241,254,167,103,61,34,18,9,17,11,16,19,9,8,15,12,9,6,7,13,15,9,12,9,13,5,7,11,8,2,10,4,10,5,4,12,12,6,5,13,12,8
30.99,39,48,97,475,1323,1766,1605,1441,1304,1141,1138,1045,953,883,825,697,674,560,527,478,366,318,297,229,166,111,51,31,18,14,10,11,17,23,6,11,8,14,11,11,3,7,16,12,11,11,13,11,5,9,7,7,7,8,1,12,5,6,12,8,6,12,4,13
30.995,43,55,107,561,1318,1704,1596,1390,1317,1202,1103,1020,961,934,767,744,669,551,555,452,391,304,283,228,169,109,67,30,19,8,16,8,14,17,18,14,6,11,8,16,6,8,8,12,14,9,12,18,6,7,9,6,5,9,7,6,8,6,7,9,7,8,8,7
31,27,46,98,506,1221,1778,1748,1409,1269,1191,1184,1026,998,839,822,706,633,606,497,454,378,319,261,243,165,117,76,38,12,13,5,13,12,12,19,17,15,7,13,7,12,9,5,13,7,16,9,13,16,5,4,12,8,5,5,9,9,10,4,4,8,10,8,7
31.005,34,38,71,368,1451,1833,1605,1449,1227,1229,1158,1040,1027,864,826,680,631,606,528,442,354,324,274,247,153,114,68,32,23,10,10,9,12,12,9,19,20,12,8,8,11,6,13,11,8,13,10,11,13,14,5,6,9,11,6,7,8,9,6,5,7,6,10,5
31.01,27,43,82,491,1323,1847,1614,1487,1224,1210,1174,1004,931,891,822,705,639,636,514,458,356,347,265,233,169,108,63,34,11,19,16,10,9,9,8,16,14,22,16,3,9,6,10,17,10,5,7,17,11,15,9,5,8,5,11,11,8,6,6,8,8,5,7,5
31.015,29,44,118,528,1109,1781,1794,1512,1245,1239,1180,1007,888,943,795,706,621,584,551,453,364,326,294,232,167,107,71,32,11,9,21,20,8,6,9,8,12,18,21,12,8,8,6,11,19,9,6,10,10,13,12,11,8,5,7,12,11,9,4,4,10,7,6,2
31.02,24,35,153,562,1113,1785,1784,1448,1358,1207,1151,945,907,862,838,722,613,598,523,463,379,327,280,241,167,118,78,41,15,7,5,23,21,9,5,10,11,13,12,19,12,10,4,13,11,13,12,3,12,9,14,11,13,7,8,4,13,11,8,6,7,6,8,5
31.025,24,45,120,489,1190,1711,1827,1590,1256,1239,1099,1036,867,925,785,692,631,604,529,469,388,312,279,227,176,116,85,30,16,12,9,8,18,20,9,9,6,11,10,16,18,14,8,8,10,13,13,9,10,8,13,6,16,9,9,5,8,13,12,6,5,6,9,3
31.03,11,36,105,562,1284,1734,1769,1527,1213,1191,1137,1019,944,817,850,693,616,587,533,478,397,317,277,220,169,136,86,34,19,14,11,11,8,17,10,16,8,7,10,9,19,17,12,7,13,9,15,8,11,15,5,11,8,18,7,8,5,13,15,4,6,4,9,7
31.035,22,37,77,601,1285,1668,1690,1499,1323,1202,1092,1069,943,919,834,702,629,584,540,447,397,335,255,214,177,128,73,31,18,14,12,4,10,10,18,12,15,5,9,7,18,17,15,12,8,9,15,10,10,12,9,13,3,17,12,8,8,6,7,16,9,3,6,5
31.04,21,31,46,459,1383,1734,1712,1514,1317,1203,1125,1028,950,926,803,727,609,594,549,456,405,314,278,213,178,119,71,31,10,12,16,5,8,11,12,11,14,16,7,5,14,12,18,16,10,14,4,17,6,13,8,11,8,12,10,14,12,3,7,12,10,10,4,5
31.045,16,31,74,558,1389,1589,1683,1511,1314,1224,1114,1049,998,906,816,712,640,603,521,442,401,323,275,199,187,124,69,37,12,8,14,9,10,11,10,12,8,18,16,6,8,7,18,13,17,13,9,12,12,9,13,10,8,8,11,13,10,7,13,6,7,12,10,3
31.05,21,16,127,671,1329,1489,1542,1587,1339,1200,1127,1055,995,914,845,736,647,607,522,451,377,349,248,231,184,111,64,37,10,7,9,14,10,11,8,10,12,13,15,13,10,4,13,15,20,11,11,9,10,12,10,15,7,11,6,11,14,11,11,8,4,12,8,7
31.055,24,27,53,718,1380,1488,1572,1504,1402,1247,1093,1059,972,917,808,731,654,599,483,474,412,303,253,231,202,115,72,37,23,11,2,7,12,11,15,5,12,10,15,18,11,9,7,14,11,15,18,8,8,14,8,13,10,11,10,8,10,10,15,8,9,10,6,10
31.06,35,39,37,566,1429,1627,1620,1484,1332,1223,1117,1071,1019,911,827,712,641,590,531,425,391,331,256,211,197,127,74,37,21,17,7,5,10,13,9,11,7,15,9,14,15,15,7,12,10,17,11,9,12,14,11,10,9,11,11,13,8,8,15,14,6,9,8,4
31.065,23,38,78,676,1346,1640,1598,1479,1280,1180,1084,1048,1040,957,824,727,656,613,517,456,394,326,246,229,171,127,70,44,20,16,14,7,6,10,13,13,9,10,11,9,14,16,11,12,9,11,20,9,12,8,13,11,8,14,11,14,10,7,8,20,7,8,8,6
31.07,25,25,144,607,1468,1498,1675,1493,1235,1203,1054,1056,1018,941,845,738,648,622,522,463,349,343,258,218,179,126,75,46,25,11,17,11,7,14,5,13,13,8,11,10,12,12,13,16,13,10,11,13,11,9,17,9,10,12,9,12,10,12,9,10,13,15,7,6
31.075,32,32,69,707,1368,1556,1602,1562,1299,1174,1051,1053,977,972,812,771,644,635,537,456,384,300,289,228,166,125,72,32,23,13,15,9,14,9,7,7,15,8,13,11,5,15,12,15,14,10,10,11,13,16,14,9,10,9,12,12,8,9,10,13,12,11,13,5
31.08,18,48,113,691,1343,1549,1562,1549,1363,1153,1083,1001,1069,929,826,746,668,591,577,431,365,322,259,236,184,131,71,36,21,13,13,15,11,12,12,7,8,9,18,13,7,9,9,14,18,11,13,9,9,20,8,11,15,8,6,15,8,13,10,11,11,11,9,14
31.085,40,49,50,538,1338,1691,1711,1554,1366,1148,1092,1008,1032,890,856,729,667,641,522,467,356,319,264,238,173,121,73,35,20,9,14,10,13,13,16,9,9,5,8,17,11,11,8,13,12,18,13,12,6,10,17,12,10,15,6,11,13,10,12,10,10,13,9,7
31.09,29,42,84,587,1406,1654,1548,1531,1388,1249,1079,1041,985,889,845,725,670,643,532,465,390,327,257,221,185,127,63,28,16,16,11,12,11,13,12,15,10,6,6,10,16,16,4,9,11,16,17,13,11,6,13,14,11,13,13,9,10,11,9,13,14,8,11,8
31.095,31,52,85,722,1360,1514,1590,1459,1465,1215,1072,1072,996,912,851,745,633,633,541,470,384,316,256,243,185,122,67,32,12,15,12,14,12,11,11,11,13,11,7,8,13,18,7,9,7,14,10,18,12,12,8,11,19,8,17,7,10,12,7,14,10,12,9,10
31.1,33,53,116,678,1455,1636,1508,1441,1316,1220,1102,1030,1018,949,832,753,675,601,553,465,403,313,268,234,188,115,79,22,16,9,10,11,17,11,12,11,12,11,11,10,10,16,13,8,5,11,11,17,17,10,11,6,16,16,13,9,6,13,9,14,12,7,13,7
31.105,18,62,105,601,1528,1610,1509,1443,1368,1267,1111,1068,976,914,834,763,644,606,529,487,394,326,247,257,179,128,71,28,16,13,7,12,8,18,9,14,11,12,13,10,9,9,15,13,8,9,11,11,19,14,13,11,6,16,16,12,3,13,10,10,12,8,11,13
31.11,53,52,119,488,1406,1788,1673,1434,1340,1267,1030,1045,1002,920,826,780,662,592,567,431,424,324,253,231,215,103,68,34,16,8,14,8,11,9,14,14,13,14,9,10,17,10,3,19,12,8,9,13,14,14,9,18,8,10,9,23,9,5,9,15,7,14,8,6
31.115,29,58,119,543,1399,1671,1603,1489,1422,1268,1138,1030,971,929,818,723,686,624,518,491,363,336,266,247,201,107,66,26,21,9,10,9,10,6,14,16,10,15,15,9,10,14,8,16,10,9,9,13,8,20,9,12,12,10,5,23,16,6,7,11,11,11,13,6
31.12,15,45,109,825,1183,1540,1595,1536,1402,1287,1186,1073,996,917,828,723,662,622,515,452,385,335,285,241,168,129,67,37,12,10,10,14,9,11,7,15,12,13,17,15,8,12,12,14,12,8,11,11,6,19,12,8,13,7,11,8,25,11,12,7,9,11,11,11
31.125,28,40,237,887,1161,1538,1535,1457,1405,1236,1193,1063,952,954,799,757,694,575,538,462,387,322,298,236,182,131,72,42,28,5,8,16,9,10,11,6,17,9,11,21,13,10,14,12,16,7,12,10,13,8,10,17,4,11,11,12,10,20,13,10,11,6,15,8
31.13,38,41,462,883,1089,1462,1505,1390,1397,1227,1177,1032,1010,951,820,726,667,610,515,482,393,343,286,242,192,125,93,41,24,15,14,8,11,15,6,10,13,11,11,14,17,12,11,12,12,12,16,11,7,13,12,7,16,8,7,12,12,13,14,14,9,13,10,11
31.135,37,63,291,973,1171,1419,1503,1528,1270,1295,1164,1057,976,949,820,788,633,592,515,466,380,385,288,208,192,129,92,53,27,17,18,13,7,15,7,9,8,8,20,11,16,13,9,12,13,14,10,17,10,8,20,3,12,7,11,8,16,9,14,12,15,11,11,6
31.14,31,65,404,708,1285,1426,1536,1481,1378,1267,1171,1041,977,899,883,779,634,565,529,456,423,339,296,206,185,124,103,52,30,24,13,18,18,11,6,11,10,7,11,15,17,10,16,6,14,16,10,12,13,8,11,18,8,10,10,7,13,13,7,19,8,16,12,7
31.145,30,46,167,603,1255,1724,1684,1530,1396,1263,1141,1018,982,918,848,788,628,570,518,489,385,354,291,217,183,120,84,41,29,20,21,8,23,15,7,8,13,9,7,15,11,13,12,15,12,7,17,10,18,8,9,13,12,9,10,14,9,9,12,11,15,10,15,9
31.15,31,53,187,623,1264,1607,1797,1606,1375,1262,1088,995,952,911,851,803,626,575,526,464,418,347,286,224,173,134,74,54,25,24,16,15,14,15,21,11,9,9,10,8,12,12,12,12,14,12,17,9,11,12,16,6,14,10,11,9,13,13,8,12,11,14,10,11
31.155,39,46,203,553,1437,1693,1669,1509,1399,1236,1080,1017,947,874,916,769,680,573,540,467,414,350,301,207,178,123,68,58,20,22,21,18,16,8,22,13,13,9,10,7,12,12,10,13,13,11,14,15,12,9,10,15,11,9,16,4,12,13,12,11,11,14,14,5
31.16,39,43,75,665,1478,1752,1534,1491,1366,1268,1153,1059,952,920,828,797,644,592,530,484,425,355,312,202,169,126,69,41,23,15,20,21,16,12,17,14,12,12,11,9,7,12,14,12,9,15,13,13,14,9,11,12,12,10,15,11,9,6,14,9,15,13,13,8
31.165,45,55,70,756,1461,1702,1576,1476,1313,1248,1184,1028,958,875,852,792,666,590,544,485,444,350,324,217,171,116,70,30,29,15,15,17,19,15,17,12,12,14,16,8,8,10,9,16,11,10,15,11,14,12,10,14,10,12,13,11,11,9,8,11,14,9,13,12
31.17,42,65,74,688,1694,1571,1582,1498,1326,1250,1121,1042,909,912,860,801,649,600,552,487,457,335,324,213,182,120,60,29,20,23,10,14,13,23,18,11,16,14,11,17,10,8,7,15,15,4,13,17,10,13,16,10,13,7,13,14,11,14,5,8,10,13,9,14
31.175,33,85,128,798,1402,1709,1512,1416,1383,1282,1193,1056,990,874,815,782,662,602,569,504,431,370,283,261,160,114,60,24,15,18,17,11,12,21,15,13,20,12,17,15,9,9,11,7,13,12,14,9,15,10,11,19,10,13,5,13,20,7,10,9,7,12,9,9
31.18,37,67,230,808,1318,1651,1549,1395,1399,1327,1176,1064,1016,891,802,752,657,617,569,502,451,359,297,246,160,104,65,34,12,14,19,8,13,11,24,14,10,21,19,14,7,12,11,8,10,9,16,10,14,13,9,15,12,17,5,7,19,14,9,14,5,12,7,6
31.185,31,49,193,679,1466,1572,1499,1591,1381,1318,1200,1110,987,920,824,704,664,613,576,496,436,352,296,228,159,125,50,39,16,16,10,14,13,9,24,14,12,14,22,15,11,12,8,9,11,13,6,9,16,11,14,10,13,16,16,6,13,11,18,9,9,11,6,9
31.19,27,50,100,634,1619,1596,1572,1515,1427,1285,1195,1088,993,886,833,745,682,634,526,492,450,331,332,209,159,119,58,36,19,15,15,12,13,10,19,13,16,12,16,19,14,13,7,9,12,13,9,7,11,13,13,16,7,18,17,10,8,7,17,11,15,9,8,4
31.195,10,51,131,882,1633,1423,1459,1548,1342,1260,1218,1106,986,921,811,746,677,634,531,483,441,376,294,242,159,124,67,43,17,13,11,15,13,13,15,14,13,17,15,12,23,15,8,9,13,12,8,9,11,8,12,15,13,13,14,20,10,6,9,14,16,13,8,7
